序号,传输方向,时间标识,名称,帧ID(靠右对齐),帧格式,帧类型,数据长度,数据(HEX)
3139,接收,02:53:31:348,,0x18FFB3F3,数据帧,扩展帧,8,04 78 8C A0 B4 C8 DC F0
3140,接收,02:53:31:348,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3141,接收,02:53:31:348,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3142,接收,02:53:31:348,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3143,接收,02:53:31:348,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3144,接收,02:53:31:348,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3145,接收,02:53:31:348,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3146,接收,02:53:31:348,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3147,接收,02:53:31:348,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3148,接收,02:53:31:348,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3149,接收,02:53:31:348,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3150,接收,02:53:31:348,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3151,接收,02:53:31:348,,0x18FFB2F3,数据帧,扩展帧,8,1E E8 03 F4 81 BB 80 3E
3152,接收,02:53:31:348,,0x18FFB3F3,数据帧,扩展帧,8,05 78 8C A0 B4 C8 DC F0
3153,接收,02:53:31:348,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3154,接收,02:53:31:348,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3155,接收,02:53:31:348,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3156,接收,02:53:31:348,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3157,接收,02:53:31:348,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3158,接收,02:53:31:348,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3159,接收,02:53:31:348,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3160,接收,02:53:31:348,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3161,接收,02:53:31:348,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3162,接收,02:53:31:348,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3163,接收,02:53:31:348,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3164,接收,02:53:31:348,,0x18FFB2F3,数据帧,扩展帧,8,1F E8 03 F4 81 BB 80 3E
3165,接收,02:53:31:348,,0x18FFB3F3,数据帧,扩展帧,8,05 78 8C A0 B4 C8 DC F0
3166,接收,02:53:31:348,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3167,接收,02:53:31:348,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3168,接收,02:53:31:348,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3169,接收,02:53:31:348,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3170,接收,02:53:31:348,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3171,接收,02:53:31:348,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3172,接收,02:53:31:348,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3173,接收,02:53:31:348,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3174,接收,02:53:31:348,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3175,接收,02:53:31:348,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3176,接收,02:53:31:348,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3177,接收,02:53:31:348,,0x18FFB2F3,数据帧,扩展帧,8,20 E8 03 F4 81 BB 80 3E
3178,接收,02:53:31:348,,0x18FFB3F3,数据帧,扩展帧,8,06 78 8C A0 B4 C8 DC F0
3179,接收,02:53:31:348,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3180,接收,02:53:31:348,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3181,接收,02:53:31:348,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3182,接收,02:53:31:348,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3183,接收,02:53:31:348,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3184,接收,02:53:31:348,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3185,接收,02:53:31:348,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3186,接收,02:53:31:348,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3187,接收,02:53:31:348,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3188,接收,02:53:31:348,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3189,接收,02:53:31:348,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3190,接收,02:53:31:348,,0x18FFB2F3,数据帧,扩展帧,8,20 E8 03 F4 81 BB 80 3E
3191,接收,02:53:31:348,,0x18FFB3F3,数据帧,扩展帧,8,06 78 8C A0 B4 C8 DC F0
3192,接收,02:53:31:348,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3193,接收,02:53:31:348,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3194,接收,02:53:31:348,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3195,接收,02:53:31:348,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3196,接收,02:53:31:348,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3197,接收,02:53:31:348,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3198,接收,02:53:31:348,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3199,接收,02:53:31:348,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3200,接收,02:53:31:348,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3201,接收,02:53:31:348,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3202,接收,02:53:31:348,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3203,接收,02:53:31:348,,0x18FFB2F3,数据帧,扩展帧,8,21 E8 03 F4 81 BB 80 3E
3204,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,07 78 8C A0 B4 C8 DC F0
3205,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3206,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3207,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3208,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3209,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3210,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3211,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3212,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3213,接收,02:53:31:349,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3214,接收,02:53:31:349,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3215,接收,02:53:31:349,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3216,接收,02:53:31:349,,0x18FFB2F3,数据帧,扩展帧,8,22 E8 03 F4 81 BB 80 3E
3217,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,07 78 8C A0 B4 C8 DC F0
3218,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3219,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3220,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3221,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3222,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3223,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3224,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3225,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3226,接收,02:53:31:349,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3227,接收,02:53:31:349,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3228,接收,02:53:31:349,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3229,接收,02:53:31:349,,0x18FFB2F3,数据帧,扩展帧,8,22 E8 03 F4 81 BB 80 3E
3230,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,08 78 8C A0 B4 C8 DC F0
3231,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3232,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3233,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3234,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3235,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3236,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3237,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3238,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3239,接收,02:53:31:349,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3240,接收,02:53:31:349,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3241,接收,02:53:31:349,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3242,接收,02:53:31:349,,0x18FFB2F3,数据帧,扩展帧,8,23 E8 03 F4 81 BB 80 3E
3243,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,08 78 8C A0 B4 C8 DC F0
3244,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3245,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3246,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3247,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3248,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3249,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3250,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3251,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3252,接收,02:53:31:349,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3253,接收,02:53:31:349,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3254,接收,02:53:31:349,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3255,接收,02:53:31:349,,0x18FFB2F3,数据帧,扩展帧,8,23 E8 03 F4 81 BB 80 3E
3256,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,09 78 8C A0 B4 C8 DC F0
3257,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3258,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3259,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3260,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3261,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3262,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3263,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3264,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3265,接收,02:53:31:349,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3266,接收,02:53:31:349,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3267,接收,02:53:31:349,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3268,接收,02:53:31:349,,0x18FFB2F3,数据帧,扩展帧,8,24 E8 03 F4 81 BB 80 3E
3269,接收,02:53:31:349,,0x18FFB3F3,数据帧,扩展帧,8,09 78 8C A0 B4 C8 DC F0
3270,接收,02:53:31:349,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3271,接收,02:53:31:349,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3272,接收,02:53:31:349,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3273,接收,02:53:31:349,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3274,接收,02:53:31:349,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3275,接收,02:53:31:349,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3276,接收,02:53:31:349,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3277,接收,02:53:31:349,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3278,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3279,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3280,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3281,接收,02:53:31:350,,0x18FFB2F3,数据帧,扩展帧,8,25 E8 03 F4 81 BB 80 3E
3282,接收,02:53:31:350,,0x18FFB3F3,数据帧,扩展帧,8,0A 78 8C A0 B4 C8 DC F0
3283,接收,02:53:31:350,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3284,接收,02:53:31:350,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3285,接收,02:53:31:350,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3286,接收,02:53:31:350,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3287,接收,02:53:31:350,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3288,接收,02:53:31:350,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3289,接收,02:53:31:350,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3290,接收,02:53:31:350,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3291,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3292,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3293,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3294,接收,02:53:31:350,,0x18FFB2F3,数据帧,扩展帧,8,25 E8 03 F4 81 BB 80 3E
3295,接收,02:53:31:350,,0x18FFB3F3,数据帧,扩展帧,8,0A 78 8C A0 B4 C8 DC F0
3296,接收,02:53:31:350,,0x18EF49EF,数据帧,扩展帧,8,01 02 10 00 00 00 00 00
3297,接收,02:53:31:350,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3298,接收,02:53:31:350,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3299,接收,02:53:31:350,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3300,接收,02:53:31:350,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3301,接收,02:53:31:350,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3302,接收,02:53:31:350,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3303,接收,02:53:31:350,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3304,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3305,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3306,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3307,接收,02:53:31:350,,0x18FFB2F3,数据帧,扩展帧,8,26 E8 03 F4 81 BB 80 3E
3308,接收,02:53:31:350,,0x18FFB3F3,数据帧,扩展帧,8,09 78 8C A0 B4 C8 DC F0
3309,接收,02:53:31:350,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3310,接收,02:53:31:350,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3311,接收,02:53:31:350,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3312,接收,02:53:31:350,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3313,接收,02:53:31:350,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3314,接收,02:53:31:350,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3315,接收,02:53:31:350,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3316,接收,02:53:31:350,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3317,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3318,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3319,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3320,接收,02:53:31:350,,0x18FFB2F3,数据帧,扩展帧,8,26 E8 03 F4 81 BB 80 3E
3321,接收,02:53:31:350,,0x18FFB3F3,数据帧,扩展帧,8,09 78 8C A0 B4 C8 DC F0
3322,接收,02:53:31:350,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3323,接收,02:53:31:350,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3324,接收,02:53:31:350,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3325,接收,02:53:31:350,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3326,接收,02:53:31:350,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3327,接收,02:53:31:350,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3328,接收,02:53:31:350,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3329,接收,02:53:31:350,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3330,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3331,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3332,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3333,接收,02:53:31:350,,0x18FFB2F3,数据帧,扩展帧,8,27 E8 03 F4 81 BB 80 3E
3334,接收,02:53:31:350,,0x18FFB3F3,数据帧,扩展帧,8,08 78 8C A0 B4 C8 DC F0
3335,接收,02:53:31:350,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3336,接收,02:53:31:350,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3337,接收,02:53:31:350,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3338,接收,02:53:31:350,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3339,接收,02:53:31:350,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3340,接收,02:53:31:350,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3341,接收,02:53:31:350,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3342,接收,02:53:31:350,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3343,接收,02:53:31:350,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3344,接收,02:53:31:350,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3345,接收,02:53:31:350,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3346,接收,02:53:31:351,,0x18FFB2F3,数据帧,扩展帧,8,28 E8 03 F4 81 BB 80 3E
3347,接收,02:53:31:351,,0x18FFB3F3,数据帧,扩展帧,8,08 78 8C A0 B4 C8 DC F0
3348,接收,02:53:31:351,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3349,接收,02:53:31:351,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3350,接收,02:53:31:351,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3351,接收,02:53:31:351,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3352,接收,02:53:31:351,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3353,接收,02:53:31:351,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3354,接收,02:53:31:351,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3355,接收,02:53:31:351,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3356,接收,02:53:31:351,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3357,接收,02:53:31:351,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3358,接收,02:53:31:351,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3359,接收,02:53:31:351,,0x18FFB2F3,数据帧,扩展帧,8,28 E8 03 F4 81 BB 80 3E
3360,接收,02:53:31:351,,0x18FFB3F3,数据帧,扩展帧,8,07 78 8C A0 B4 C8 DC F0
3361,接收,02:53:31:351,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3362,接收,02:53:31:351,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3363,接收,02:53:31:351,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3364,接收,02:53:31:351,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3365,接收,02:53:31:351,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3366,接收,02:53:31:351,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3367,接收,02:53:31:351,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3368,接收,02:53:31:351,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3369,接收,02:53:31:351,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3370,接收,02:53:31:351,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3371,接收,02:53:31:351,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3372,接收,02:53:31:351,,0x18FFB2F3,数据帧,扩展帧,8,29 E8 03 F4 81 BB 80 3E
3373,接收,02:53:31:351,,0x18FFB3F3,数据帧,扩展帧,8,07 78 8C A0 B4 C8 DC F0
3374,接收,02:53:31:351,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3375,接收,02:53:31:351,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3376,接收,02:53:31:351,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3377,接收,02:53:31:351,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3378,接收,02:53:31:351,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3379,接收,02:53:31:351,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3380,接收,02:53:31:351,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3381,接收,02:53:31:351,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3382,接收,02:53:31:351,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
3383,接收,02:53:31:351,,0x18FF14F3,数据帧,扩展帧,8,00 40 9C 00 00 0C 00 00
3384,接收,02:53:31:351,,0x18FF91F3,数据帧,扩展帧,8,00 00 00 01 00 00 00 00
3385,接收,02:53:31:351,,0x18FFB2F3,数据帧,扩展帧,8,29 E8 03 F4 81 BB 80 3E
3386,接收,02:53:31:351,,0x18FFB3F3,数据帧,扩展帧,8,07 78 8C A0 B4 C8 DC F0
3387,接收,02:53:31:351,,0x18EF49EF,数据帧,扩展帧,8,01 00 10 00 00 00 00 00
3388,接收,02:53:31:351,,0x18FEF117,数据帧,扩展帧,8,00 00 00 00 00 00 00 00
3389,接收,02:53:31:351,,0x18EBFFD7,数据帧,扩展帧,8,46 F4 10 00 00 00 00 00
3390,接收,02:53:31:351,,0x18F00503,数据帧,扩展帧,8,00 00 00 7D 00 00 53 00
3391,接收,02:53:31:351,,0x181000EF,数据帧,扩展帧,8,11 03 6E 00 00 00 10 27
3392,接收,02:53:31:351,,0x181100EF,数据帧,扩展帧,8,00 00 6E 00 20 4E 20 4E
3393,接收,02:53:31:351,,0x18FF90F3,数据帧,扩展帧,8,01 A8 00 00 00 00 00 00
3394,接收,02:53:31:351,,0x18FF10F3,数据帧,扩展帧,8,00 00 00 00 00 00 88 13
3395,接收,02:53:31:351,,0x18FF11F3,数据帧,扩展帧,8,00 00 80 A2 00 00 00 00
